6 FRAME COLUMNS							AVERAGE		PBAG CHANCE		FRAMES PAST		SECONDS ELAPSED
89	172	86	171	213	106		139.5		0.4529		7044		117.4
181	90	45	22	139	69		91.0		0.6431		7050		117.5
162	209	232	116	186	221		187.67		0.2641		7056		117.6
238	119	187	93	46	151		139.0		0.4549		7062		117.7
203	101	50	25	140	198		119.5		0.5314		7068		117.8
227	113	184	220	110	55		151.5		0.4059		7074		117.9
155	205	230	115	185	92		163.67		0.3582		7080		118.0
46	23	11	5	2	1		14.67		0.9425		7086		118.1
128	64	32	144	200	228		132.67		0.4797		7092		118.2
114	57	28	14	135	195		90.5		0.6451		7098		118.3
225	112	56	156	78	167		132.33		0.481		7104		118.4
83	41	148	74	165	82		98.83		0.6124		7110		118.5
169	212	234	117	58	157		157.83		0.381		7116		118.6
206	231	115	185	92	174		167.17		0.3444		7122		118.7
215	107	181	218	109	182		168.67		0.3386		7128		118.8
219	237	246	123	61	30		152.67		0.4013		7134		118.9
15	135	67	33	16	136		67.0		0.7373		7140		119.0
196	98	49	152	204	230		154.83		0.3928		7146		119.1
243	249	124	62	31	143		142.0		0.4431		7152		119.2
199	227	113	184	92	46		143.5		0.4373		7158		119.3
23	11	5	130	65	32		44.33		0.8261		7164		119.4
16	8	132	194	97	48		82.5		0.6765		7170		119.5
152	76	38	147	201	100		119.0		0.5333		7176		119.6
178	217	108	54	155	77		131.5		0.4843		7182		119.7
166	211	233	244	122	189		194.17		0.2386		7188		119.8
222	111	183	91	45	22		112.33		0.5595		7194		119.9
139	69	34	17	136	196		98.5		0.6137		7200		120.0
226	241	248	252	126	63		192.67		0.2444		7206		120.1
159	207	231	115	185	92		164.83		0.3536		7212		120.2
46	23	11	5	130	65		46.67		0.817		7218		120.3
160	80	40	148	202	101		121.83		0.5222		7224		120.4
50	25	12	6	131	193		69.5		0.7275		7230		120.5
96	176	88	172	86	171		131.5		0.4843		7236		120.6
85	170	213	106	181	90		140.83		0.4477		7242		120.7
173	214	107	181	218	237		188.33		0.2614		7248		120.8
246	251	125	62	31	15		121.67		0.5229		7254		120.9
135	67	161	208	232	116		153.17		0.3993		7260		121.0
186	93	174	87	43	149		122.0		0.5216		7266		121.1
74	165	82	41	20	138		86.67		0.6601		7272		121.2
69	162	209	232	116	186		162.33		0.3634		7278		121.3
221	110	55	155	77	38		109.33		0.5712		7284		121.4
147	201	228	114	57	156		150.5		0.4098		7290		121.5
206	231	115	57	28	14		108.5		0.5745		7296		121.6
7	131	193	224	240	248		173.83		0.3183		7302		121.7
124	62	31	15	7	131		61.67		0.7582		7308		121.8
193	96	48	24	140	198		116.5		0.5431		7314		121.9
99	49	152	76	38	147		93.5		0.6333		7320		122.0
201	100	178	89	44	22		105.67		0.5856		7326		122.1
139	69	162	209	104	180		143.83		0.4359		7332		122.2
90	173	214	107	181	218		163.83		0.3575		7338		122.3
237	118	187	93	46	23		117.33		0.5399		7344		122.4
11	133	194	225	240	248		175.17		0.3131		7350		122.5
124	190	95	47	151	75		113.67		0.5542		7356		122.6
165	82	169	84	170	85		125.83		0.5065		7362		122.7
170	85	170	213	234	245		186.17		0.2699		7368		122.8
122	61	30	15	135	67		71.67		0.719		7374		122.9
161	208	104	180	90	45		131.33		0.485		7380		123.0
150	75	37	18	137	68		80.83		0.683		7386		123.1
34	17	8	132	194	225		101.67		0.6013		7392		123.2
240	120	60	158	207	231		169.33		0.3359		7398		123.3
243	121	60	30	143	199		132.67		0.4797		7404		123.4
99	49	152	204	102	179		130.83		0.4869		7410		123.5
89	172	214	107	181	90		142.17		0.4425		7416		123.6
173	214	107	181	90	45		135.0		0.4706		7422		123.7
150	203	101	50	25	140		111.5		0.5627		7428		123.8
70	35	145	200	228	114		132.0		0.4824		7434		123.9
57	28	14	7	3	129		39.67		0.8444		7440		124.0
64	32	144	72	36	146		82.33		0.6771		7446		124.1
73	164	82	169	84	42		102.33		0.5987		7452		124.2
149	74	37	18	137	196		101.83		0.6007		7458		124.3
98	177	216	108	182	219		166.67		0.3464		7464		124.4
109	54	155	77	38	147		96.67		0.6209		7470		124.5
201	228	242	249	252	254		237.67		0.068		7476		124.6
255	127	63	159	207	103		152.33		0.4026		7482		124.7
179	217	236	246	123	61		177.0		0.3059		7488		124.8
158	79	39	19	137	68		83.33		0.6732		7494		124.9
162	81	40	148	202	101		122.33		0.5203		7500		125.0
178	217	108	182	219	237		190.17		0.2542		7506		125.1
118	59	157	206	231	243		169.0		0.3373		7512		125.2
121	188	94	47	23	139		102.0		0.6		7518		125.3
69	162	81	40	20	138		85.0		0.6667		7524		125.4
69	162	81	40	148	74		95.67		0.6248		7530		125.5
165	82	41	20	138	197		107.17		0.5797		7536		125.6
98	177	216	108	182	219		166.67		0.3464		7542		125.7
237	246	251	125	62	159		180.0		0.2941		7548		125.8
207	103	51	153	204	230		158.0		0.3804		7554		125.9
243	121	188	222	111	55		156.67		0.3856		7560		126.0
155	205	230	115	185	92		163.67		0.3582		7566		126.1
174	87	43	21	10	5		56.67		0.7778		7572		126.2
130	193	96	176	216	236		174.5		0.3157		7578		126.3
118	59	157	206	231	243		169.0		0.3373		7584		126.4
249	124	62	31	15	135		102.67		0.5974		7590		126.5
67	33	144	72	36	146		83.0		0.6745		7596		126.6
73	164	210	105	52	26		105.0		0.5882		7602		126.7
141	70	35	145	72	164		104.5		0.5902		7608		126.8
82	169	212	106	53	154		129.33		0.4928		7614		126.9
205	102	179	89	44	22		106.83		0.581		7620		127.0
11	133	194	225	240	248		175.17		0.3131		7626		127.1
124	62	31	15	135	67		72.33		0.7163		7632		127.2
161	80	40	20	138	69		84.67		0.668		7638		127.3
162	81	168	84	42	149		114.33		0.5516		7644		127.4
74	37	18	9	4	2		24.0		0.9059		7650		127.5
129	192	96	176	88	172		142.17		0.4425		7656		127.6
86	171	85	42	149	74		101.17		0.6033		7662		127.7
165	82	169	212	234	245		184.5		0.2765		7668		127.8
250	253	254	255	127	191		221.67		0.1307		7674		127.9
223	111	183	91	173	214		165.83		0.3497		7680		128.0
107	53	154	77	166	83		106.67		0.5817		7686		128.1
41	20	138	69	34	17		53.17		0.7915		7692		128.2
8	132	194	225	112	184		142.5		0.4412		7698		128.3
92	174	215	235	245	250		201.83		0.2085		7704		128.4
253	126	191	223	111	55		159.83		0.3732		7710		128.5
27	141	198	227	113	184		148.33		0.4183		7716		128.6
220	238	119	59	157	206		166.5		0.3471		7722		128.7
103	179	217	108	182	91		146.67		0.4248		7728		128.8
45	22	11	5	130	193		67.67		0.7346		7734		128.9
96	176	216	108	182	91		144.83		0.432		7740		129.0
173	214	235	245	122	189		196.33		0.2301		7746		129.1
94	47	23	139	69	162		89.0		0.651		7752		129.2
209	232	116	186	93	174		168.33		0.3399		7758		129.3
87	171	85	42	149	74		101.33		0.6026		7764		129.4
37	18	9	132	194	225		102.5		0.598		7770		129.5
240	120	188	94	47	151		140.0		0.451		7776		129.6
203	101	50	153	76	38		103.5		0.5941		7782		129.7
19	9	132	194	225	240		136.5		0.4647		7788		129.8
120	60	158	79	167	211		132.5		0.4804		7794		129.9
105	52	26	141	70	35		71.5		0.7196		7800		130.0
17	136	196	98	177	216		140.0		0.451		7806		130.1
108	182	91	173	86	171		135.17		0.4699		7812		130.2
85	42	149	74	37	146		88.83		0.6516		7818		130.3
201	228	242	249	252	126		216.33		0.1516		7824		130.4
63	159	79	167	211	105		130.67		0.4876		7830		130.5
52	26	13	134	67	33		54.17		0.7876		7836		130.6
144	200	100	50	25	12		88.5		0.6529		7842		130.7
134	67	161	80	40	20		83.67		0.6719		7848		130.8
138	197	98	49	152	76		118.33		0.5359		7854		130.9
38	147	201	228	114	57		130.83		0.4869		7860		131.0
28	14	135	67	33	16		48.83		0.8085		7866		131.1
8	132	66	161	208	232		134.5		0.4725		7872		131.2
244	122	189	94	175	87		151.83		0.4046		7878		131.3
171	213	106	181	218	237		187.67		0.2641		7884		131.4
246	123	61	158	207	103		149.67		0.4131		7890		131.5
179	89	44	150	75	165		117.0		0.5412		7896		131.6
210	105	180	218	237	118		178.0		0.302		7902		131.7
59	29	14	7	131	193		72.17		0.717		7908		131.8
224	112	184	220	110	55		150.83		0.4085		7914		131.9
27	13	6	131	193	96		77.67		0.6954		7920		132.0
48	152	204	230	243	121		166.33		0.3477		7926		132.1
188	94	175	215	235	245		192.0		0.2471		7932		132.2
250	125	62	159	79	39		119.0		0.5333		7938		132.3
19	9	4	130	193	224		96.5		0.6216		7944		132.4
240	248	252	254	255	255		250.67		0.017		7950		132.5
127	191	223	239	247	251		213.0		0.1647		7956		132.6
125	190	95	47	23	11		81.83		0.6791		7962		132.7
5	130	65	32	144	200		96.0		0.6235		7968		132.8
228	242	121	60	158	207		169.33		0.3359		7974		132.9
231	243	249	124	190	223		210.0		0.1765		7980		133.0
239	119	59	29	142	199		131.17		0.4856		7986		133.1
227	113	184	220	238	119		183.5		0.2804		7992		133.2
187	93	174	87	171	213		154.17		0.3954		7998		133.3
106	53	154	77	38	19		74.5		0.7078		8004		133.4
9	132	66	33	16	136		65.33		0.7438		8010		133.5
68	162	81	40	20	138		84.83		0.6673		8016		133.6
197	98	177	88	172	86		136.33		0.4654		8022		133.7
171	213	234	245	250	253		227.67		0.1072		8028		133.8
126	191	95	47	151	75		114.17		0.5523		8034		133.9
165	210	233	244	250	125		204.5		0.198		8040		134.0
190	95	47	151	75	165		120.5		0.5275		8046		134.1
82	41	20	138	69	162		85.33		0.6654		8052		134.2
81	168	84	170	213	106		137.0		0.4627		8058		134.3
53	26	13	6	131	193		70.33		0.7242		8064		134.4
224	112	184	92	174	215		166.83		0.3458		8070		134.5
107	53	26	141	70	163		93.33		0.634		8076		134.6
209	232	244	250	253	254		240.33		0.0575		8082		134.7
255	127	63	159	207	231		173.67		0.319		8088		134.8
115	185	220	238	119	59		156.0		0.3882		8094		134.9
29	142	71	35	145	72		82.33		0.6771		8100		135.0
164	210	105	52	154	77		127.0		0.502		8106		135.1
166	211	233	116	186	221		188.83		0.2595		8112		135.2
110	55	155	77	166	211		129.0		0.4941		8118		135.3
233	244	122	61	158	79		149.5		0.4137		8124		135.4
167	83	41	20	10	5		54.33		0.7869		8130		135.5
2	1	128	192	224	112		109.83		0.5693		8136		135.6
56	156	78	39	147	201		112.83		0.5575		8142		135.7
100	50	153	76	38	19		72.67		0.715		8148		135.8
9	132	66	161	208	104		113.33		0.5556		8154		135.9
52	154	77	38	147	73		90.17		0.6464		8160		136.0
36	18	137	68	162	209		105.0		0.5882		8166		136.1
232	244	122	189	222	239		208.0		0.1843		8172		136.2
247	123	189	94	175	87		152.5		0.402		8178		136.3
171	85	170	85	170	213		149.0		0.4157		8184		136.4
234	117	186	93	46	23		116.5		0.5431		8190		136.5
139	69	34	17	8	132		66.5		0.7392		8196		136.6
66	33	144	200	100	178		120.17		0.5288		8202		136.7
217	108	54	27	141	70		102.83		0.5967		8208		136.8
163	209	232	116	58	29		134.5		0.4725		8214		136.9
142	199	99	49	24	12		87.5		0.6569		8220		137.0
6	3	129	192	224	240		132.33		0.481		8226		137.1
120	60	30	15	7	131		60.5		0.7627		8232		137.2
193	96	48	24	12	134		84.5		0.6686		8238		137.3
67	33	144	72	36	18		61.67		0.7582		8244		137.4
137	68	162	81	40	20		84.67		0.668		8250		137.5
10	133	194	225	112	184		143.0		0.4392		8256		137.6
92	46	151	75	165	210		123.17		0.517		8262		137.7
233	116	58	157	206	103		145.5		0.4294		8268		137.8
51	153	204	102	179	89		129.67		0.4915		8274		137.9
44	150	75	37	18	137		76.83		0.6987		8280		138.0
196	226	241	120	188	222		198.83		0.2203		8286		138.1
239	119	187	221	238	247		208.5		0.1824		8292		138.2
251	253	254	127	63	31		163.17		0.3601		8298		138.3
143	71	35	17	8	132		67.67		0.7346		8304		138.4
194	97	176	216	236	246		194.17		0.2386		8310		138.5
251	253	126	63	159	207		176.5		0.3078		8316		138.6
231	243	121	188	94	47		154.0		0.3961		8322		138.7
23	11	5	130	65	32		44.33		0.8261		8328		138.8
16	136	196	226	113	56		123.83		0.5144		8334		138.9
156	78	167	211	233	116		160.17		0.3719		8340		139.0
186	221	110	183	91	45		139.33		0.4536		8346		139.1
150	203	229	242	249	252		220.83		0.134		8352		139.2
254	127	191	95	47	151		144.17		0.4346		8358		139.3
75	165	82	41	148	202		118.83		0.534		8364		139.4
101	178	89	172	86	43		111.5		0.5627		8370		139.5
149	74	37	18	9	4		48.5		0.8098		8376		139.6
2	1	128	64	160	80		72.5		0.7157		8382		139.7
168	84	42	21	10	133		76.33		0.7007		8388		139.8
66	161	80	40	20	138		84.17		0.6699		8394		139.9
197	226	241	248	124	62		183.0		0.2824		8400		140.0
159	207	103	179	89	44		130.17		0.4895		8406		140.1
22	139	69	162	81	168		106.83		0.581		8412		140.2
212	106	181	218	109	54		146.67		0.4248		8418		140.3
27	141	70	163	81	40		87.0		0.6588		8424		140.4
148	74	37	146	201	228		139.0		0.4549		8430		140.5
242	249	124	62	31	143		141.83		0.4438		8436		140.6
71	163	209	232	116	58		141.5		0.4451		8442		140.7
29	142	71	35	17	8		50.33		0.8026		8448		140.8
4	2	1	0	128	192		54.5		0.7863		8454		140.9
224	112	56	28	142	199		126.83		0.5026		8460		141.0
227	241	120	60	30	143		136.83		0.4634		8466		141.1
199	99	49	152	76	38		102.17		0.5993		8472		141.2
147	73	164	210	105	52		125.17		0.5092		8478		141.3
26	141	198	99	177	88		121.5		0.5235		8484		141.4
172	86	171	85	42	21		96.17		0.6229		8490		141.5
138	197	98	177	216	236		177.0		0.3059		8496		141.6
118	59	157	206	231	115		147.67		0.4209		8502		141.7
185	92	46	23	11	133		81.67		0.6797		8508		141.8
194	97	176	88	44	150		124.83		0.5105		8514		141.9
75	37	18	9	4	2		24.17		0.9052		8520		142.0
129	64	160	208	104	180		140.83		0.4477		8526		142.1
90	173	214	235	245	122		179.83		0.2948		8532		142.2
189	94	175	87	171	85		133.5		0.4765		8538		142.3
170	213	234	245	250	125		206.17		0.1915		8544		142.4
190	95	175	87	171	85		133.83		0.4752		8550		142.5
42	21	10	5	130	65		45.5		0.8216		8556		142.6
160	208	104	180	90	45		131.17		0.4856		8562		142.7
22	11	133	66	161	80		78.83		0.6908		8568		142.8
40	148	74	37	146	201		107.67		0.5778		8574		142.9
228	114	185	92	46	23		114.67		0.5503		8580		143.0
139	69	34	145	200	100		114.5		0.551		8586		143.1
50	25	140	198	227	113		125.5		0.5078		8592		143.2
56	28	14	7	131	193		71.5		0.7196		8598		143.3
224	240	120	60	30	15		114.83		0.5497		8604		143.4
7	3	129	64	32	16		41.83		0.8359		8610		143.5
8	132	194	97	176	88		115.83		0.5458		8616		143.6
44	22	139	197	98	49		91.5		0.6412		8622		143.7
24	12	6	131	65	160		66.33		0.7399		8628		143.8
80	168	84	42	149	202		120.83		0.5261		8634		143.9
101	50	153	76	38	147		94.17		0.6307		8640		144.0
73	36	146	201	228	114		133.0		0.4784		8646		144.1
185	220	238	247	251	125		211.0		0.1725		8652		144.2
62	159	79	167	211	105		130.5		0.4882		8658		144.3
180	218	237	246	123	61		177.5		0.3039		8664		144.4
158	79	167	211	105	52		128.67		0.4954		8670		144.5
154	77	38	19	9	132		71.5		0.7196		8676		144.6
194	225	112	184	92	174		163.5		0.3588		8682		144.7
87	171	213	234	245	122		178.67		0.2993		8688		144.8
189	94	47	23	11	133		82.83		0.6752		8694		144.9
194	225	240	120	188	222		198.17		0.2229		8700		145.0
111	55	155	77	38	147		97.17		0.619		8706		145.1
201	100	178	89	172	214		159.0		0.3765		8712		145.2
235	117	186	221	110	55		154.0		0.3961		8718		145.3
155	205	230	115	185	220		185.0		0.2745		8724		145.4
110	55	27	13	6	3		35.67		0.8601		8730		145.5
1	0	0	128	192	224		90.83		0.6438		8736		145.6
112	184	220	110	183	219		171.33		0.3281		8742		145.7
237	118	187	221	110	183		176.0		0.3098		8748		145.8
91	45	150	203	101	178		128.0		0.498		8754		145.9
217	236	246	123	189	222		205.5		0.1941		8760		146.0
111	183	91	173	86	43		114.5		0.551		8766		146.1
21	10	5	130	65	160		65.17		0.7444		8772		146.2
80	168	212	106	53	26		107.5		0.5784		8778		146.3
13	6	131	193	96	48		81.17		0.6817		8784		146.4
152	76	166	211	105	180		148.33		0.4183		8790		146.5
90	173	86	171	213	234		161.17		0.368		8796		146.6
117	58	157	206	231	115		147.33		0.4222		8802		146.7
57	28	142	199	99	177		117.0		0.5412		8808		146.8
216	236	246	251	253	254		242.67		0.0484		8814		146.9
127	63	159	207	231	115		150.33		0.4105		8820		147.0
57	28	142	71	35	17		58.33		0.7712		8826		147.1
136	196	226	241	120	188		184.5		0.2765		8832		147.2
222	111	183	219	237	246		203.0		0.2039		8838		147.3
251	253	126	63	31	15		123.17		0.517		8844		147.4
7	131	65	160	80	168		101.83		0.6007		8850		147.5
212	234	117	186	93	46		148.0		0.4196		8856		147.6
151	203	229	114	57	28		130.33		0.4889		8862		147.7
142	199	99	49	152	76		119.5		0.5314		8868		147.8
166	211	233	244	250	125		204.83		0.1967		8874		147.9
62	159	207	103	51	153		122.5		0.5196		8880		148.0
76	166	211	105	180	218		159.33		0.3752		8886		148.1
109	182	219	237	246	123		186.0		0.2706		8892		148.2
189	94	47	151	75	37		98.83		0.6124		8898		148.3
18	9	132	66	33	144		67.0		0.7373		8904		148.4
200	228	114	57	28	14		106.83		0.581		8910		148.5
7	131	193	96	48	152		104.5		0.5902		8916		148.6
76	38	19	9	132	66		56.67		0.7778		8922		148.7
161	80	40	20	138	69		84.67		0.668		8928		148.8
34	145	200	100	50	153		113.67		0.5542		8934		148.9
76	166	211	105	52	26		106.0		0.5843		8940		149.0
141	198	227	241	248	252		217.83		0.1458		8946		149.1
126	191	95	175	87	43		119.5		0.5314		8952		149.2
149	74	165	210	105	180		147.17		0.4229		8958		149.3
218	109	182	219	109	54		148.5		0.4176		8964		149.4
27	141	70	35	145	200		103.0		0.5961		8970		149.5
228	114	57	156	78	39		112.0		0.5608		8976		149.6
19	137	68	34	17	8		47.17		0.815		8982		149.7
4	130	65	160	80	40		79.83		0.6869		8988		149.8
148	74	165	82	41	20		88.33		0.6536		8994		149.9
10	133	66	161	208	104		113.67		0.5542		9000		150.0
180	90	173	214	235	117		168.17		0.3405		9006		150.1
58	157	78	167	83	169		118.67		0.5346		9012		150.2
212	234	245	250	253	254		241.33		0.0536		9018		150.3
127	63	159	207	103	179		139.67		0.4523		9024		150.4
89	44	150	75	37	146		90.17		0.6464		9030		150.5
73	164	210	233	116	186		163.67		0.3582		9036		150.6
93	46	23	139	197	226		120.67		0.5268		9042		150.7
241	120	188	94	47	23		118.83		0.534		9048		150.8
11	133	194	225	112	56		121.83		0.5222		9054		150.9
156	206	103	51	153	204		145.5		0.4294		9060		151.0
102	179	217	108	182	91		146.5		0.4255		9066		151.1
45	22	139	69	162	209		107.67		0.5778		9072		151.2
104	180	218	237	246	123		184.67		0.2758		9078		151.3
189	222	239	247	251	125		212.17		0.168		9084		151.4
62	31	15	135	67	33		57.17		0.7758		9090		151.5
144	200	100	178	89	172		147.17		0.4229		9096		151.6
214	107	181	90	173	86		141.83		0.4438		9102		151.7
43	149	74	37	146	201		108.33		0.5752		9108		151.8
228	114	57	156	78	39		112.0		0.5608		9114		151.9
147	73	36	18	9	4		47.83		0.8124		9120		152.0
2	1	128	192	96	48		77.83		0.6948		9126		152.1
152	76	38	19	137	68		81.67		0.6797		9132		152.2
34	145	72	36	18	9		52.33		0.7948		9138		152.3
132	66	161	208	104	52		120.5		0.5275		9144		152.4
26	13	6	131	65	32		45.5		0.8216		9150		152.5
16	8	4	130	193	224		95.83		0.6242		9156		152.6
240	120	60	30	143	199		132.0		0.4824		9162		152.7
99	177	88	44	22	139		94.83		0.6281		9168		152.8
69	162	81	168	84	42		101.0		0.6039		9174		152.9
149	202	101	50	25	12		89.83		0.6477		9180		153.0
6	131	65	32	144	72		75.0		0.7059		9186		153.1
164	82	169	212	234	245		184.33		0.2771		9192		153.2
122	189	94	175	87	171		139.67		0.4523		9198		153.3
213	234	245	250	253	254		241.5		0.0529		9204		153.4
127	63	31	143	71	163		99.67		0.6092		9210		153.5
81	40	148	202	101	178		125.0		0.5098		9216		153.6
89	172	214	235	245	122		179.5		0.2961		9222		153.7
61	30	15	135	195	97		88.83		0.6516		9228		153.8
176	88	172	86	43	21		97.67		0.617		9234		153.9
138	69	34	145	72	36		82.33		0.6771		9240		154.0
146	73	36	146	201	228		138.33		0.4575		9246		154.1
114	185	92	174	215	235		169.17		0.3366		9252		154.2
117	58	157	206	231	243		168.67		0.3386		9258		154.3
121	188	222	239	119	187		179.33		0.2967		9264		154.4
93	174	87	171	213	234		162.0		0.3647		9270		154.5
117	186	93	46	23	11		79.33		0.6889		9276		154.6
5	2	1	0	128	64		33.33		0.8693		9282		154.7
160	208	232	116	186	221		187.17		0.266		9288		154.8
110	183	219	237	118	187		175.67		0.3111		9294		154.9
221	238	247	123	61	158		174.67		0.315		9300		155.0
207	103	51	153	204	230		158.0		0.3804		9306		155.1
115	185	220	238	119	59		156.0		0.3882		9312		155.2
157	78	39	19	137	68		83.0		0.6745		9318		155.3
162	81	168	84	170	85		125.0		0.5098		9324		155.4
170	213	106	53	26	141		118.17		0.5366		9330		155.5
70	35	145	200	100	178		121.33		0.5242		9336		155.6
217	236	118	59	29	14		112.17		0.5601		9342		155.7
135	195	97	48	24	140		106.5		0.5824		9348		155.8
198	227	113	184	220	110		175.33		0.3124		9354		155.9
183	219	237	246	123	189		199.5		0.2176		9360		156.0
94	175	87	43	21	10		71.67		0.719		9366		156.1
5	130	193	224	240	248		173.33		0.3203		9372		156.2
252	126	63	159	79	167		141.0		0.4471		9378		156.3
211	233	116	58	29	142		131.5		0.4843		9384		156.4
71	35	17	136	68	34		60.17		0.7641		9390		156.5
17	8	132	194	97	48		82.67		0.6758		9396		156.6
24	12	134	195	225	112		117.0		0.5412		9402		156.7
184	92	46	151	203	101		129.5		0.4922		9408		156.8
178	217	108	54	155	77		131.5		0.4843		9414		156.9
166	83	169	212	106	181		152.83		0.4007		9420		157.0
218	109	54	27	13	6		71.17		0.7209		9426		157.1
131	65	32	144	72	164		101.33		0.6026		9432		157.2
210	233	244	250	253	126		219.33		0.1399		9438		157.3
191	223	239	119	187	221		196.67		0.2288		9444		157.4
238	247	123	61	158	79		151.0		0.4078		9450		157.5
39	19	137	196	226	113		121.67		0.5229		9456		157.6
56	156	206	103	51	153		120.83		0.5261		9462		157.7
76	166	211	233	116	186		164.67		0.3542		9468		157.8
93	174	215	235	117	186		170.0		0.3333		9474		157.9
221	110	55	155	77	166		130.67		0.4876		9480		158.0
83	169	212	106	53	154		129.5		0.4922		9486		158.1
77	38	19	9	4	2		24.83		0.9026		9492		158.2
1	0	128	64	160	208		93.5		0.6333		9498		158.3
104	52	154	205	102	179		132.67		0.4797		9504		158.4
217	108	54	155	205	230		161.5		0.3667		9510		158.5
243	121	188	94	175	87		151.33		0.4065		9516		158.6
43	149	202	101	50	153		116.33		0.5438		9522		158.7
204	230	115	57	28	142		129.33		0.4928		9528		158.8
199	99	177	88	172	214		158.17		0.3797		9534		158.9
235	245	250	125	190	223		211.33		0.1712		9540		159.0
239	247	123	61	30	15		119.17		0.5327		9546		159.1
135	67	33	144	200	228		134.5		0.4725		9552		159.2
114	57	156	206	103	179		135.83		0.4673		9558		159.3
217	108	54	27	141	70		102.83		0.5967		9564		159.4
35	17	136	68	34	17		51.17		0.7993		9570		159.5
136	68	162	81	40	20		84.5		0.6686		9576		159.6
10	5	2	129	64	160		61.67		0.7582		9582		159.7
80	40	20	138	197	226		116.83		0.5418		9588		159.8
241	120	60	30	143	199		132.17		0.4817		9594		159.9
99	177	216	108	54	155		134.83		0.4712		9600		160.0
77	166	83	41	20	10		66.17		0.7405		9606		160.1
133	194	97	48	152	204		138.0		0.4588		9612		160.2
102	179	89	44	150	203		127.83		0.4987		9618		160.3
229	114	185	220	238	247		205.5		0.1941		9624		160.4
251	125	190	223	111	183		180.5		0.2922		9630		160.5
219	109	182	91	173	214		164.67		0.3542		9636		160.6
107	53	154	77	38	19		74.67		0.7072		9642		160.7
9	4	130	65	32	144		64.0		0.749		9648		160.8
72	164	210	233	116	186		163.5		0.3588		9654		160.9
221	110	183	219	237	246		202.67		0.2052		9660		161.0
251	253	254	255	127	63		200.5		0.2137		9666		161.1
31	143	71	35	145	200		104.17		0.5915		9672		161.2
228	242	121	188	222	111		185.33		0.2732		9678		161.3
55	155	205	102	51	153		120.17		0.5288		9684		161.4
76	166	83	41	148	74		98.0		0.6157		9690		161.5
37	146	201	100	178	89		125.17		0.5092		9696		161.6
44	22	11	133	194	225		104.83		0.5889		9702		161.7
112	184	92	46	23	11		78.0		0.6941		9708		161.8
133	194	225	112	56	28		124.67		0.5111		9714		161.9
142	71	35	145	200	100		115.5		0.5471		9720		162.0
50	153	76	166	83	41		94.83		0.6281		9726		162.1
20	10	133	194	225	112		115.67		0.5464		9732		162.2
184	220	110	183	91	173		160.17		0.3719		9738		162.3
214	235	245	122	189	222		204.5		0.198		9744		162.4
111	55	155	77	166	211		129.17		0.4935		9750		162.5
105	52	154	77	166	83		106.17		0.5837		9756		162.6
169	212	234	245	122	61		173.83		0.3183		9762		162.7
30	15	7	131	193	224		100.0		0.6078		9768		162.8
112	184	92	174	87	43		115.33		0.5477		9774		162.9
21	10	133	66	161	80		78.5		0.6922		9780		163.0
168	212	234	245	250	253		227.0		0.1098		9786		163.1
254	255	255	255	255	127		233.5		0.0843		9792		163.2
191	95	175	87	43	21		102.0		0.6		9798		163.3
138	69	162	81	168	212		138.33		0.4575		9804		163.4
234	117	58	29	14	7		76.5		0.7		9810		163.5
131	193	96	176	88	172		142.67		0.4405		9816		163.6
86	43	21	138	197	98		97.17		0.619		9822		163.7
177	88	44	150	75	165		116.5		0.5431		9828		163.8
210	233	244	122	189	94		182.0		0.2863		9834		163.9
47	23	139	69	34	145		76.17		0.7013		9840		164.0
200	100	178	89	172	214		158.83		0.3771		9846		164.1
235	117	58	157	78	39		114.0		0.5529		9852		164.2
147	201	228	242	249	252		219.83		0.1379		9858		164.3
126	63	31	15	135	195		94.17		0.6307		9864		164.4
97	48	24	140	198	99		101.0		0.6039		9870		164.5
49	152	204	102	179	217		150.5		0.4098		9876		164.6
108	182	91	173	86	171		135.17		0.4699		9882		164.7
85	170	213	106	53	154		130.17		0.4895		9888		164.8
205	230	115	185	220	110		177.5		0.3039		9894		164.9
55	155	77	38	19	9		58.83		0.7693		9900		165.0
4	2	1	128	192	96		70.5		0.7235		9906		165.1
176	216	108	54	27	141		120.33		0.5281		9912		165.2
70	163	209	104	52	26		104.0		0.5922		9918		165.3
13	134	195	97	176	88		117.17		0.5405		9924		165.4
44	22	11	133	194	97		83.5		0.6725		9930		165.5
48	24	12	6	3	1		15.67		0.9386		9936		165.6
0	128	64	32	16	8		41.33		0.8379		9942		165.7
132	194	225	112	56	28		124.5		0.5118		9948		165.8
14	135	195	225	240	120		154.83		0.3928		9954		165.9
60	30	143	71	35	17		59.33		0.7673		9960		166.0
8	4	2	129	192	224		93.17		0.6346		9966		166.1
240	248	124	62	159	79		152.0		0.4039		9972		166.2
167	211	233	116	58	157		157.0		0.3843		9978		166.3
206	103	51	25	140	70		99.17		0.6111		9984		166.4
163	81	40	148	202	101		122.5		0.5196		9990		166.5
50	153	204	230	243	249		188.17		0.2621		9996		166.6
124	190	223	111	183	219		175.0		0.3137		10002		166.7
109	182	219	237	246	123		186.0		0.2706		10008		166.8
61	158	79	167	83	41		98.17		0.615		10014		166.9
20	138	69	34	17	136		69.0		0.7294		10020		167.0
196	226	241	120	188	94		177.5		0.3039		10026		167.1
47	151	203	229	242	249		186.83		0.2673		10032		167.2
124	62	31	15	7	3		40.33		0.8418		10038		167.3
