10 FRAME COLUMNS											AVERAGE		PBAG CHANCE		FRAMES PAST		SECONDS ELAPSED
5	130	65	32	16	8	132	194	97	48		72.7		0.7149		7170		119.5
152	76	38	147	201	100	178	217	108	54		127.1		0.5016		7180		119.67
155	77	166	211	233	244	122	189	222	111		173.0		0.3216		7190		119.83
183	91	45	22	139	69	34	17	136	196		93.2		0.6345		7200		120.0
226	241	248	252	126	63	159	207	231	115		186.8		0.2675		7210		120.17
185	92	46	23	11	5	130	65	160	80		79.7		0.6875		7220		120.33
40	148	202	101	50	25	12	6	131	193		90.8		0.6439		7230		120.5
96	176	88	172	86	171	85	170	213	106		136.3		0.4655		7240		120.67
181	90	173	214	107	181	218	237	246	251		189.8		0.2557		7250		120.83
125	62	31	15	135	67	161	208	232	116		115.2		0.5482		7260		121.0
186	93	174	87	43	149	74	165	82	41		109.4		0.571		7270		121.17
20	138	69	162	209	232	116	186	221	110		146.3		0.4263		7280		121.33
55	155	77	38	147	201	228	114	57	156		122.8		0.5184		7290		121.5
206	231	115	57	28	14	7	131	193	224		120.6		0.5271		7300		121.67
240	248	124	62	31	15	7	131	193	96		114.7		0.5502		7310		121.83
48	24	140	198	99	49	152	76	38	147		97.1		0.6192		7320		122.0
201	100	178	89	44	22	139	69	162	209		121.3		0.5243		7330		122.17
104	180	90	173	214	107	181	218	237	118		162.2		0.3639		7340		122.33
187	93	46	23	11	133	194	225	240	248		140.0		0.451		7350		122.5
124	190	95	47	151	75	165	82	169	84		118.2		0.5365		7360		122.67
170	85	170	85	170	213	234	245	122	61		155.5		0.3902		7370		122.83
30	15	135	67	161	208	104	180	90	45		103.5		0.5941		7380		123.0
150	75	37	18	137	68	34	17	8	132		67.6		0.7349		7390		123.17
194	225	240	120	60	158	207	231	243	121		179.9		0.2945		7400		123.33
60	30	143	199	99	49	152	204	102	179		121.7		0.5227		7410		123.5
89	172	214	107	181	90	173	214	107	181		152.8		0.4008		7420		123.67
90	45	150	203	101	50	25	140	70	35		90.9		0.6435		7430		123.83
145	200	228	114	57	28	14	7	3	129		92.5		0.6373		7440		124.0
64	32	144	72	36	146	73	164	82	169		98.2		0.6149		7450		124.17
84	42	149	74	37	18	137	196	98	177		101.2		0.6031		7460		124.33
216	108	182	219	109	54	155	77	38	147		130.5		0.4882		7470		124.5
201	228	242	249	252	254	255	127	63	159		203.0		0.2039		7480		124.67
207	103	179	217	236	246	123	61	158	79		160.9		0.369		7490		124.83
39	19	137	68	162	81	40	148	202	101		99.7		0.609		7500		125.0
178	217	108	182	219	237	118	59	157	206		168.1		0.3408		7510		125.17
231	243	121	188	94	47	23	139	69	162		131.7		0.4835		7520		125.33
81	40	20	138	69	162	81	40	148	74		85.3		0.6655		7530		125.5
165	82	41	20	138	197	98	177	216	108		124.2		0.5129		7540		125.67
182	219	237	246	251	125	62	159	207	103		179.1		0.2976		7550		125.83
51	153	204	230	243	121	188	222	111	55		157.8		0.3812		7560		126.0
155	205	230	115	185	92	174	87	43	21		130.7		0.4875		7570		126.17
10	5	130	193	96	176	216	236	118	59		123.9		0.5141		7580		126.33
157	206	231	243	249	124	62	31	15	135		145.3		0.4302		7590		126.5
67	33	144	72	36	146	73	164	210	105		105.0		0.5882		7600		126.67
52	26	141	70	35	145	72	164	82	169		95.6		0.6251		7610		126.83
212	106	53	154	205	102	179	89	44	22		116.6		0.5427		7620		127.0
11	133	194	225	240	248	124	62	31	15		128.3		0.4969		7630		127.17
135	67	161	80	40	20	138	69	162	81		95.3		0.6263		7640		127.33
168	84	42	149	74	37	18	9	4	2		58.7		0.7698		7650		127.5
129	192	96	176	88	172	86	171	85	42		123.7		0.5149		7660		127.67
149	74	165	82	169	212	234	245	250	253		183.3		0.2812		7670		127.83
254	255	127	191	223	111	183	91	173	214		182.2		0.2855		7680		128.0
107	53	154	77	166	83	41	20	138	69		90.8		0.6439		7690		128.17
34	17	8	132	194	225	112	184	92	174		117.2		0.5404		7700		128.33
215	235	245	250	253	126	191	223	111	55		190.4		0.2533		7710		128.5
27	141	198	227	113	184	220	238	119	59		152.6		0.4016		7720		128.67
157	206	103	179	217	108	182	91	45	22		131.0		0.4863		7730		128.83
11	5	130	193	96	176	216	108	182	91		120.8		0.5263		7740		129.0
173	214	235	245	122	189	94	47	23	139		148.1		0.4192		7750		129.17
69	162	209	232	116	186	93	174	87	171		149.9		0.4122		7760		129.33
85	42	149	74	37	18	9	132	194	225		96.5		0.6216		7770		129.5
240	120	188	94	47	151	203	101	50	153		134.7		0.4718		7780		129.67
76	38	19	9	132	194	225	240	120	60		111.3		0.5635		7790		129.83
158	79	167	211	105	52	26	141	70	35		104.4		0.5906		7800		130.0
17	136	196	98	177	216	108	182	91	173		139.4		0.4533		7810		130.17
86	171	85	42	149	74	37	146	201	228		121.9		0.522		7820		130.33
242	249	252	126	63	159	79	167	211	105		165.3		0.3518		7830		130.5
52	26	13	134	67	33	144	200	100	50		81.9		0.6788		7840		130.67
25	12	134	67	161	80	40	20	138	197		87.4		0.6573		7850		130.83
98	49	152	76	38	147	201	228	114	57		116.0		0.5451		7860		131.0
28	14	135	67	33	16	8	132	66	161		66.0		0.7412		7870		131.17
208	232	244	122	189	94	175	87	171	213		173.5		0.3196		7880		131.33
106	181	218	237	246	123	61	158	207	103		164.0		0.3569		7890		131.5
179	89	44	150	75	165	210	105	180	218		141.5		0.4451		7900		131.67
237	118	59	29	14	7	131	193	224	112		112.4		0.5592		7910		131.83
184	220	110	55	27	13	6	131	193	96		103.5		0.5941		7920		132.0
48	152	204	230	243	121	188	94	175	215		167.0		0.3451		7930		132.17
235	245	250	125	62	159	79	39	19	9		122.2		0.5208		7940		132.33
4	130	193	224	240	248	252	254	255	255		205.5		0.1941		7950		132.5
127	191	223	239	247	251	125	190	95	47		173.5		0.3196		7960		132.67
23	11	5	130	65	32	144	200	228	242		108.0		0.5765		7970		132.83
121	60	158	207	231	243	249	124	190	223		180.6		0.2918		7980		133.0
239	119	59	29	142	199	227	113	184	220		153.1		0.3996		7990		133.17
238	119	187	93	174	87	171	213	106	53		144.1		0.4349		8000		133.33
154	77	38	19	9	132	66	33	16	136		68.0		0.7333		8010		133.5
68	162	81	40	20	138	197	98	177	88		106.9		0.5808		8020		133.67
172	86	171	213	234	245	250	253	126	191		194.1		0.2388		8030		133.83
95	47	151	75	165	210	233	244	250	125		159.5		0.3745		8040		134.0
190	95	47	151	75	165	82	41	20	138		100.4		0.6063		8050		134.17
69	162	81	168	84	170	213	106	53	26		113.2		0.5561		8060		134.33
13	6	131	193	224	112	184	92	174	215		134.4		0.4729		8070		134.5
107	53	26	141	70	163	209	232	244	250		149.5		0.4137		8080		134.67
253	254	255	127	63	159	207	231	115	185		184.9		0.2749		8090		134.83
220	238	119	59	29	142	71	35	145	72		113.0		0.5569		8100		135.0
164	210	105	52	154	77	166	211	233	116		148.8		0.4165		8110		135.17
186	221	110	55	155	77	166	211	233	244		165.8		0.3498		8120		135.33
122	61	158	79	167	83	41	20	10	5		74.6		0.7075		8130		135.5
2	1	128	192	224	112	56	156	78	39		98.8		0.6125		8140		135.67
147	201	100	50	153	76	38	19	9	132		92.5		0.6373		8150		135.83
66	161	208	104	52	154	77	38	147	73		108.0		0.5765		8160		136.0
36	18	137	68	162	209	232	244	122	189		141.7		0.4443		8170		136.17
222	239	247	123	189	94	175	87	171	85		163.2		0.36		8180		136.33
170	85	170	213	234	117	186	93	46	23		133.7		0.4757		8190		136.5
139	69	34	17	8	132	66	33	144	200		84.2		0.6698		8200		136.67
100	178	217	108	54	27	141	70	163	209		126.7		0.5031		8210		136.83
232	116	58	29	142	199	99	49	24	12		96.0		0.6235		8220		137.0
6	3	129	192	224	240	120	60	30	15		101.9		0.6004		8230		137.17
7	131	193	96	48	24	12	134	67	33		74.5		0.7078		8240		137.33
144	72	36	18	137	68	162	81	40	20		77.8		0.6949		8250		137.5
10	133	194	225	112	184	92	46	151	75		122.2		0.5208		8260		137.67
165	210	233	116	58	157	206	103	51	153		145.2		0.4306		8270		137.83
204	102	179	89	44	150	75	37	18	137		103.5		0.5941		8280		138.0
196	226	241	120	188	222	239	119	187	221		195.9		0.2318		8290		138.17
238	247	251	253	254	127	63	31	143	71		167.8		0.342		8300		138.33
35	17	8	132	194	97	176	216	236	246		135.7		0.4678		8310		138.5
251	253	126	63	159	207	231	243	121	188		184.2		0.2776		8320		138.67
94	47	23	11	5	130	65	32	16	136		55.9		0.7808		8330		138.83
196	226	113	56	156	78	167	211	233	116		155.2		0.3914		8340		139.0
186	221	110	183	91	45	150	203	229	242		166.0		0.349		8350		139.17
249	252	254	127	191	95	47	151	75	165		160.6		0.3702		8360		139.33
82	41	148	202	101	178	89	172	86	43		114.2		0.5522		8370		139.5
149	74	37	18	9	4	2	1	128	64		48.6		0.8094		8380		139.67
160	80	168	84	42	21	10	133	66	161		92.5		0.6373		8390		139.83
80	40	20	138	197	226	241	248	124	62		137.6		0.4604		8400		140.0
159	207	103	179	89	44	22	139	69	162		117.3		0.54		8410		140.17
81	168	212	106	181	218	109	54	27	141		129.7		0.4914		8420		140.33
70	163	81	40	148	74	37	146	201	228		118.8		0.5341		8430		140.5
242	249	124	62	31	143	71	163	209	232		152.6		0.4016		8440		140.67
116	58	29	142	71	35	17	8	4	2		48.2		0.811		8450		140.83
1	0	128	192	224	112	56	28	142	199		108.2		0.5757		8460		141.0
227	241	120	60	30	143	199	99	49	152		132.0		0.4824		8470		141.17
76	38	147	73	164	210	105	52	26	141		103.2		0.5953		8480		141.33
198	99	177	88	172	86	171	85	42	21		113.9		0.5533		8490		141.5
138	197	98	177	216	236	118	59	157	206		160.2		0.3718		8500		141.67
231	115	185	92	46	23	11	133	194	97		112.7		0.558		8510		141.83
176	88	44	150	75	37	18	9	4	2		60.3		0.7635		8520		142.0
129	64	160	208	104	180	90	173	214	235		155.7		0.3894		8530		142.17
245	122	189	94	175	87	171	85	170	213		155.1		0.3918		8540		142.33
234	245	250	125	190	95	175	87	171	85		165.7		0.3502		8550		142.5
42	21	10	5	130	65	160	208	104	180		92.5		0.6373		8560		142.67
90	45	22	11	133	66	161	80	40	148		79.6		0.6878		8570		142.83
74	37	146	201	228	114	185	92	46	23		114.6		0.5506		8580		143.0
139	69	34	145	200	100	50	25	140	198		110.0		0.5686		8590		143.17
227	113	56	28	14	7	131	193	224	240		123.3		0.5165		8600		143.33
120	60	30	15	7	3	129	64	32	16		47.6		0.8133		8610		143.5
8	132	194	97	176	88	44	22	139	197		109.7		0.5698		8620		143.67
98	49	24	12	6	131	65	160	80	168		79.3		0.689		8630		143.83
84	42	149	202	101	50	153	76	38	147		104.2		0.5914		8640		144.0
73	36	146	201	228	114	185	220	238	247		168.8		0.338		8650		144.17
251	125	62	159	79	167	211	105	180	218		155.7		0.3894		8660		144.33
237	246	123	61	158	79	167	211	105	52		143.9		0.4357		8670		144.5
154	77	38	19	9	132	194	225	112	184		114.4		0.5514		8680		144.67
92	174	87	171	213	234	245	122	189	94		162.1		0.3643		8690		144.83
47	23	11	133	194	225	240	120	188	222		140.3		0.4498		8700		145.0
111	55	155	77	38	147	201	100	178	89		115.1		0.5486		8710		145.17
172	214	235	117	186	221	110	55	155	205		167.0		0.3451		8720		145.33
230	115	185	220	110	55	27	13	6	3		96.4		0.622		8730		145.5
1	0	0	128	192	224	112	184	220	110		117.1		0.5408		8740		145.67
183	219	237	118	187	221	110	183	91	45		159.4		0.3749		8750		145.83
150	203	101	178	217	236	246	123	189	222		186.5		0.2686		8760		146.0
111	183	91	173	86	43	21	10	5	130		85.3		0.6655		8770		146.17
65	160	80	168	212	106	53	26	13	6		88.9		0.6514		8780		146.33
131	193	96	48	152	76	166	211	105	180		135.8		0.4675		8790		146.5
90	173	86	171	213	234	117	58	157	206		150.5		0.4098		8800		146.67
231	115	57	28	142	199	99	177	216	236		150.0		0.4118		8810		146.83
246	251	253	254	127	63	159	207	231	115		190.6		0.2525		8820		147.0
57	28	142	71	35	17	136	196	226	241		114.9		0.5494		8830		147.17
120	188	222	111	183	219	237	246	251	253		203.0		0.2039		8840		147.33
126	63	31	15	7	131	65	160	80	168		84.6		0.6682		8850		147.5
212	234	117	186	93	46	151	203	229	114		158.5		0.3784		8860		147.67
57	28	142	199	99	49	152	76	166	211		117.9		0.5376		8870		147.83
233	244	250	125	62	159	207	103	51	153		158.7		0.3776		8880		148.0
76	166	211	105	180	218	109	182	219	237		170.3		0.3322		8890		148.17
246	123	189	94	47	151	75	37	18	9		98.9		0.6122		8900		148.33
132	66	33	144	200	228	114	57	28	14		101.6		0.6016		8910		148.5
7	131	193	96	48	152	76	38	19	9		76.9		0.6984		8920		148.67
132	66	161	80	40	20	138	69	34	145		88.5		0.6529		8930		148.83
200	100	50	153	76	166	211	105	52	26		113.9		0.5533		8940		149.0
141	198	227	241	248	252	126	191	95	175		189.4		0.2573		8950		149.17
87	43	149	74	165	210	105	180	218	109		134.0		0.4745		8960		149.33
182	219	109	54	27	141	70	35	145	200		118.2		0.5365		8970		149.5
228	114	57	156	78	39	19	137	68	34		93.0		0.6353		8980		149.67
17	8	4	130	65	160	80	40	148	74		72.6		0.7153		8990		149.83
165	82	41	20	10	133	66	161	208	104		99.0		0.6118		9000		150.0
180	90	173	214	235	117	58	157	78	167		146.9		0.4239		9010		150.17
83	169	212	234	245	250	253	254	127	63		189.0		0.2588		9020		150.33
159	207	103	179	89	44	150	75	37	146		118.9		0.5337		9030		150.5
73	164	210	233	116	186	93	46	23	139		128.3		0.4969		9040		150.67
197	226	241	120	188	94	47	23	11	133		128.0		0.498		9050		150.83
194	225	112	56	156	206	103	51	153	204		146.0		0.4275		9060		151.0
102	179	217	108	182	91	45	22	139	69		115.4		0.5475		9070		151.17
162	209	104	180	218	237	246	123	189	222		189.0		0.2588		9080		151.33
239	247	251	125	62	31	15	135	67	33		120.5		0.5275		9090		151.5
144	200	100	178	89	172	214	107	181	90		147.5		0.4216		9100		151.67
173	86	43	149	74	37	146	201	228	114		125.1		0.5094		9110		151.83
57	156	78	39	147	73	36	18	9	4		61.7		0.758		9120		152.0
2	1	128	192	96	48	152	76	38	19		75.2		0.7051		9130		152.17
137	68	34	145	72	36	18	9	132	66		71.7		0.7188		9140		152.33
161	208	104	52	26	13	6	131	65	32		79.8		0.6871		9150		152.5
16	8	4	130	193	224	240	120	60	30		102.5		0.598		9160		152.67
143	199	99	177	88	44	22	139	69	162		114.2		0.5522		9170		152.83
81	168	84	42	149	202	101	50	25	12		91.4		0.6416		9180		153.0
6	131	65	32	144	72	164	82	169	212		107.7		0.5776		9190		153.17
234	245	122	189	94	175	87	171	213	234		176.4		0.3082		9200		153.33
245	250	253	254	127	63	31	143	71	163		160.0		0.3725		9210		153.5
81	40	148	202	101	178	89	172	214	235		146.0		0.4275		9220		153.67
245	122	61	30	15	135	195	97	176	88		116.4		0.5435		9230		153.83
172	86	43	21	138	69	34	145	72	36		81.6		0.68		9240		154.0
146	73	36	146	201	228	114	185	92	174		139.5		0.4529		9250		154.17
215	235	117	58	157	206	231	243	121	188		177.1		0.3055		9260		154.33
222	239	119	187	93	174	87	171	213	234		173.9		0.318		9270		154.5
117	186	93	46	23	11	5	2	1	0		48.4		0.8102		9280		154.67
128	64	160	208	232	116	186	221	110	183		160.8		0.3694		9290		154.83
219	237	118	187	221	238	247	123	61	158		180.9		0.2906		9300		155.0
207	103	51	153	204	230	115	185	220	238		170.6		0.331		9310		155.17
119	59	157	78	39	19	137	68	162	81		91.9		0.6396		9320		155.33
168	84	170	85	170	213	106	53	26	141		121.6		0.5231		9330		155.5
70	35	145	200	100	178	217	236	118	59		135.8		0.4675		9340		155.67
29	14	135	195	97	48	24	140	198	227		110.7		0.5659		9350		155.83
113	184	220	110	183	219	237	246	123	189		182.4		0.2847		9360		156.0
94	175	87	43	21	10	5	130	193	224		98.2		0.6149		9370		156.17
240	248	252	126	63	159	79	167	211	233		177.8		0.3027		9380		156.33
116	58	29	142	71	35	17	136	68	34		70.6		0.7231		9390		156.5
17	8	132	194	97	48	24	12	134	195		86.1		0.6624		9400		156.67
225	112	184	92	46	151	203	101	178	217		150.9		0.4082		9410		156.83
108	54	155	77	166	83	169	212	106	181		131.1		0.4859		9420		157.0
218	109	54	27	13	6	131	65	32	144		79.9		0.6867		9430		157.17
72	164	210	233	244	250	253	126	191	223		196.6		0.229		9440		157.33
239	119	187	221	238	247	123	61	158	79		167.2		0.3443		9450		157.5
39	19	137	196	226	113	56	156	206	103		125.1		0.5094		9460		157.67
51	153	76	166	211	233	116	186	93	174		145.9		0.4278		9470		157.83
215	235	117	186	221	110	55	155	77	166		153.7		0.3973		9480		158.0
83	169	212	106	53	154	77	38	19	9		92.0		0.6392		9490		158.17
4	2	1	0	128	64	160	208	104	52		72.3		0.7165		9500		158.33
154	205	102	179	217	108	54	155	205	230		160.9		0.369		9510		158.5
243	121	188	94	175	87	43	149	202	101		140.3		0.4498		9520		158.67
50	153	204	230	115	57	28	142	199	99		127.7		0.4992		9530		158.83
177	88	172	214	235	245	250	125	190	223		191.9		0.2475		9540		159.0
239	247	123	61	30	15	135	67	33	144		109.4		0.571		9550		159.17
200	228	114	57	156	206	103	179	217	108		156.8		0.3851		9560		159.33
54	27	141	70	35	17	136	68	34	17		59.9		0.7651		9570		159.5
136	68	162	81	40	20	10	5	2	129		65.3		0.7439		9580		159.67
64	160	80	40	20	138	197	226	241	120		128.6		0.4957		9590		159.83
60	30	143	199	99	177	216	108	54	155		124.1		0.5133		9600		160.0
77	166	83	41	20	10	133	194	97	48		86.9		0.6592		9610		160.17
152	204	102	179	89	44	150	203	229	114		146.6		0.4251		9620		160.33
185	220	238	247	251	125	190	223	111	183		197.3		0.2263		9630		160.5
219	109	182	91	173	214	107	53	154	77		137.9		0.4592		9640		160.67
38	19	9	4	130	65	32	144	72	164		67.7		0.7345		9650		160.83
210	233	116	186	221	110	183	219	237	246		196.1		0.231		9660		161.0
251	253	254	255	127	63	31	143	71	35		148.3		0.4184		9670		161.17
145	200	228	242	121	188	222	111	55	155		166.7		0.3463		9680		161.33
205	102	51	153	76	166	83	41	148	74		109.9		0.569		9690		161.5
37	146	201	100	178	89	44	22	11	133		96.1		0.6231		9700		161.67
194	225	112	184	92	46	23	11	133	194		121.4		0.5239		9710		161.83
225	112	56	28	142	71	35	145	200	100		111.4		0.5631		9720		162.0
50	153	76	166	83	41	20	10	133	194		92.6		0.6369		9730		162.17
225	112	184	220	110	183	91	173	214	235		174.7		0.3149		9740		162.33
245	122	189	222	111	55	155	77	166	211		155.3		0.391		9750		162.5
105	52	154	77	166	83	169	212	234	245		149.7		0.4129		9760		162.67
122	61	30	15	7	131	193	224	112	184		107.9		0.5769		9770		162.83
92	174	87	43	21	10	133	66	161	80		86.7		0.66		9780		163.0
168	212	234	245	250	253	254	255	255	255		238.1		0.0663		9790		163.17
255	127	191	95	175	87	43	21	138	69		120.1		0.529		9800		163.33
162	81	168	212	234	117	58	29	14	7		108.2		0.5757		9810		163.5
131	193	96	176	88	172	86	43	21	138		114.4		0.5514		9820		163.67
197	98	177	88	44	150	75	165	210	233		143.7		0.4365		9830		163.83
244	122	189	94	47	23	139	69	34	145		110.6		0.5663		9840		164.0
200	100	178	89	172	214	235	117	58	157		152.0		0.4039		9850		164.17
78	39	147	201	228	242	249	252	126	63		162.5		0.3627		9860		164.33
31	15	135	195	97	48	24	140	198	99		98.2		0.6149		9870		164.5
49	152	204	102	179	217	108	182	91	173		145.7		0.4286		9880		164.67
86	171	85	170	213	106	53	154	205	230		147.3		0.4224		9890		164.83
115	185	220	110	55	155	77	38	19	9		98.3		0.6145		9900		165.0
4	2	1	128	192	96	176	216	108	54		97.7		0.6169		9910		165.17
27	141	70	163	209	104	52	26	13	134		93.9		0.6318		9920		165.33
195	97	176	88	44	22	11	133	194	97		105.7		0.5855		9930		165.5
48	24	12	6	3	1	0	128	64	32		31.8		0.8753		9940		165.67
16	8	132	194	225	112	56	28	14	135		92.0		0.6392		9950		165.83
195	225	240	120	60	30	143	71	35	17		113.6		0.5545		9960		166.0
8	4	2	129	192	224	240	248	124	62		123.3		0.5165		9970		166.17
159	79	167	211	233	116	58	157	206	103		148.9		0.4161		9980		166.33
51	25	140	70	163	81	40	148	202	101		102.1		0.5996		9990		166.5
50	153	204	230	243	249	124	190	223	111		177.7		0.3031		10000		166.67
183	219	109	182	219	237	246	123	61	158		173.7		0.3188		10010		166.83
79	167	83	41	20	138	69	34	17	136		78.4		0.6925		10020		167.0
196	226	241	120	188	94	47	151	203	229		169.5		0.3353		10030		167.17
242	249	124	62	31	15	7	3	129	192		105.4		0.5867		10040		167.33
96	48	152	204	230	115	57	28	14	135		107.9		0.5769		10050		167.5
195	225	112	184	220	110	183	91	45	150		151.5		0.4059		10060		167.67
203	229	114	185	220	238	119	187	93	174		176.2		0.309		10070		167.83
215	107	181	90	45	150	75	165	210	105		134.3		0.4733		10080		168.0
180	90	45	22	11	5	2	1	0	0		35.6		0.8604		10090		168.17
128	64	160	208	104	180	90	173	86	171		136.4		0.4651		10100		168.33
213	106	181	90	173	214	235	117	186	221		173.6		0.3192		10110		168.5
238	247	123	189	222	111	183	91	173	214		179.1		0.2976		10120		168.67
107	53	26	13	134	67	33	16	136	196		78.1		0.6937		10130		168.83
98	49	24	140	198	227	241	120	60	158		131.5		0.4843		10140		169.0
207	231	243	121	188	94	175	215	107	53		163.4		0.3592		10150		169.17
154	77	38	147	73	164	210	105	52	154		117.4		0.5396		10160		169.33
205	230	115	185	92	174	215	235	117	58		162.6		0.3624		10170		169.5
29	142	199	227	113	184	220	110	55	155		143.4		0.4376		10180		169.67
77	166	83	169	84	42	21	138	69	34		88.3		0.6537		10190		169.83
17	136	68	34	17	8	132	66	33	16		52.7		0.7933		10200		170.0
8	4	130	193	96	48	152	76	38	147		89.2		0.6502		10210		170.17
201	228	114	185	92	46	151	75	37	18		114.7		0.5502		10220		170.33
137	196	98	177	216	236	246	251	125	62		174.4		0.3161		10230		170.5
159	79	167	211	233	244	250	253	254	127		197.7		0.2247		10240		170.67
63	31	15	135	195	97	48	152	204	230		117.0		0.5412		10250		170.83
115	57	156	206	231	243	249	124	190	95		166.6		0.3467		10260		171.0
175	215	107	53	154	205	102	51	25	140		122.7		0.5188		10270		171.17
198	99	177	216	108	182	91	173	86	43		137.3		0.4616		10280		171.33
21	10	133	66	33	144	72	164	210	233		108.6		0.5741		10290		171.5
244	122	61	30	143	199	227	113	56	28		122.3		0.5204		10300		171.67
142	199	99	49	152	204	102	179	217	236		157.9		0.3808		10310		171.83
246	123	189	94	175	87	43	149	74	37		121.7		0.5227		10320		172.0
146	201	228	242	121	188	94	47	151	75		149.3		0.4145		10330		172.17
165	82	41	20	10	5	130	65	160	80		75.8		0.7027		10340		172.33
168	84	42	21	10	5	2	129	64	32		55.7		0.7816		10350		172.5
16	136	68	162	209	232	116	58	157	78		123.2		0.5169		10360		172.67
167	211	105	52	26	141	198	227	113	184		142.4		0.4416		10370		172.83
220	110	183	91	173	214	107	181	90	173		154.2		0.3953		10380		173.0
214	107	53	26	13	134	195	97	48	152		103.9		0.5925		10390		173.17
204	102	51	153	204	230	243	249	124	62		162.2		0.3639		10400		173.33
31	15	135	195	97	176	88	44	150	75		100.6		0.6055		10410		173.5
37	146	73	36	18	137	68	162	81	40		79.8		0.6871		10420		173.67
148	74	165	210	233	116	186	221	110	183		164.6		0.3545		10430		173.83
91	173	214	235	245	250	253	254	127	63		190.5		0.2529		10440		174.0
159	79	39	147	73	36	146	73	164	210		112.6		0.5584		10450		174.17
105	180	218	237	118	59	157	78	39	147		133.8		0.4753		10460		174.33
201	228	114	57	156	78	39	19	9	4		90.5		0.6451		10470		174.5
2	1	0	0	128	192	224	112	56	156		87.1		0.6584		10480		174.67
78	167	211	233	116	58	157	78	167	83		134.8		0.4714		10490		174.83
41	148	74	165	210	233	244	250	125	62		155.2		0.3914		10500		175.0
159	79	167	83	169	84	170	213	234	117		147.5		0.4216		10510		175.17
186	93	174	215	235	117	58	29	14	7		112.8		0.5576		10520		175.33
131	65	160	208	104	180	90	45	150	75		120.8		0.5263		10530		175.5
165	82	169	84	42	21	10	5	130	193		90.1		0.6467		10540		175.67
224	112	56	156	78	39	147	73	36	18		93.9		0.6318		10550		175.83
137	68	34	17	136	196	98	177	216	108		118.7		0.5345		10560		176.0
54	27	141	70	163	81	40	20	10	5		61.1		0.7604		10570		176.17
130	193	224	240	120	60	30	15	135	67		121.4		0.5239		10580		176.33
161	80	40	20	10	5	130	65	160	80		75.1		0.7055		10590		176.5
40	20	10	5	2	1	0	0	0	0		7.8		0.9694		10600		176.67
0	128	64	160	80	40	20	10	133	66		70.1		0.7251		10610		176.83
161	80	40	20	10	133	194	225	240	120		122.3		0.5204		10620		177.0
60	30	143	71	163	81	40	20	10	133		75.1		0.7055		10630		177.17
194	97	176	216	108	54	155	77	38	19		113.4		0.5553		10640		177.33
137	68	34	145	200	228	114	57	156	78		121.7		0.5227		10650		177.5
167	83	169	84	42	21	10	133	194	97		100.0		0.6078		10660		177.67
176	88	44	150	203	101	50	25	12	6		85.5		0.6647		10670		177.83
131	193	224	240	120	188	94	175	87	43		149.5		0.4137		10680		178.0
149	74	165	82	169	212	234	117	186	221		160.9		0.369		10690		178.17
238	247	123	189	94	47	151	75	165	210		153.9		0.3965		10700		178.33
105	180	90	45	150	75	37	18	9	4		71.3		0.7204		10710		178.5
2	1	0	128	192	96	176	88	44	150		87.7		0.6561		10720		178.67
203	229	114	185	92	46	151	203	101	178		150.2		0.411		10730		178.83
217	236	118	187	93	174	87	171	85	42		141.0		0.4471		10740		179.0
149	202	101	50	25	140	198	227	113	56		126.1		0.5055		10750		179.17
156	78	39	147	201	228	242	249	124	62		152.6		0.4016		10760		179.33
31	15	7	131	193	224	112	56	156	206		113.1		0.5565		10770		179.5
103	51	25	12	6	131	193	96	176	216		100.9		0.6043		10780		179.67
236	118	187	93	174	215	235	245	122	189		181.4		0.2886		10790		179.83
222	111	183	91	45	150	203	101	50	25		118.1		0.5369		10800		180.0
140	198	99	177	216	236	118	59	157	78		147.8		0.4204		10810		180.17
39	19	137	68	34	17	136	68	162	81		76.1		0.7016		10820		180.33
168	84	42	21	10	133	66	33	16	8		58.1		0.7722		10830		180.5
4	130	193	224	112	184	92	46	151	203		133.9		0.4749		10840		180.67
101	50	153	76	38	147	73	164	210	233		124.5		0.5118		10850		180.83
244	122	189	222	111	183	219	109	54	155		160.8		0.3694		10860		181.0
77	38	19	9	132	194	225	240	248	124		130.6		0.4878		10870		181.17
190	95	175	215	107	181	90	173	86	43		135.5		0.4686		10880		181.33
21	138	69	162	209	232	116	186	93	46		127.2		0.5012		10890		181.5
23	139	69	34	145	72	164	82	41	148		91.7		0.6404		10900		181.67
202	229	242	249	124	62	31	143	199	99		158.0		0.3804		10910		181.83
177	216	108	54	27	13	134	67	33	16		84.5		0.6686		10920		182.0
8	4	130	65	32	144	200	100	50	153		88.6		0.6525		10930		182.17
76	166	211	233	116	58	157	206	231	243		169.7		0.3345		10940		182.33
121	188	94	175	87	171	85	170	85	42		121.8		0.5224		10950		182.5
149	202	101	178	89	44	150	203	101	50		126.7		0.5031		10960		182.67
25	12	134	195	225	240	248	124	190	223		161.6		0.3663		10970		182.83
239	119	59	157	78	167	211	105	180	218		153.3		0.3988		10980		183.0
109	182	219	109	182	91	173	86	43	149		134.3		0.4733		10990		183.17
202	101	50	25	140	70	35	17	8	132		78.0		0.6941		11000		183.33
66	33	16	8	132	194	225	112	56	156		99.8		0.6086		11010		183.5
78	167	211	233	244	122	189	94	175	87		160.0		0.3725		11020		183.67
43	21	10	133	194	225	240	248	252	254		162.0		0.3647		11030		183.83
255	127	191	95	175	215	235	245	250	125		191.3		0.2498		11040		184.0
